Date,SMB,HML,WML,MF,RF
1993-10,3.08848014635861,3.12284421677247,3.04136032766265,NA,NA
1993-11,-9.62091017802885,0.309304917024722,12.6763300174419,17.5983633666984,0.611432097208131
1993-12,-4.08986219795516,7.41593247964092,-3.55721472869429,8.49157116135302,0.613010054067908
1994-01,4.95206653331277,-3.86167410444663,-5.19101632926732,18.700365040926,0.856796915905944
1994-02,4.496871093961,-3.14624874257309,4.2014932724602,4.7784382775157,0.620017402442952
1994-03,1.65455018379945,-0.959397393187078,-0.781251058719157,-13.0373367959304,0.618383117228793
1994-04,0.642114855966991,-5.18521070187573,-2.10433205642238,-2.68764341936945,0.561986337458475
1994-05,1.93794538244063,4.86751260588931,-9.90902864888117,2.44778163949193,0.629808464934767
1994-06,-5.5020541031579,11.5849017529215,-0.937120647307932,7.39381396241721,0.647116834060557
1994-07,9.1738166611653,-0.279423528927214,-10.0171065906563,4.20784171200896,0.679861355034084
1994-08,4.24976562369204,-2.45095490377677,-2.22545789618827,8.5801696103885,0.716370827482615
1994-09,7.67668163019917,1.76423390868516,-4.09029680946619,-5.99024346640771,0.663979860065145
1994-10,4.76261151050823,8.99395934767915,0.76336319512178,0.337962818969295,0.728841063527219
1994-11,NA,NA,NA,-0.145587085707255,0.667075888459356
1994-12,4.55304070783396,-5.17305545723378,-4.89844210799479,-8.42118922011961,0.743669948229453
1995-01,3.66519850953484,-4.10946210166409,-1.27630166288712,-9.17417381704346,0.933246967401113
1995-02,-4.77898644828038,4.04427446425104,4.62548118634973,-7.58494265798429,0.821289357629573
1995-03,0.991824670940433,2.2596508900357,-3.01178842646825,-5.89742925146367,0.945838856679337
1995-04,-8.69891730782347,-2.17738835290212,0.766229216037639,-9.66726035773435,0.870222311093016
1995-05,-3.65255845576372,-4.82694252455232,-2.36503085613187,0.229230384312884,1.02123420979108
1995-06,-5.99239381563531,0.321555682446584,1.60552290584057,-6.57247965741087,0.962289813867701
1995-07,-1.85578311033051,1.22733702227378,-1.19760187527813,2.96861929253451,1.02767380835123
1995-08,0.140782161482922,-2.55818543239258,6.499629986607,-5.23884037083201,1.01639120009691
1995-09,-3.85880884721962,2.2874861948722,0.60486815720513,1.20860693888354,0.944794479331956
1995-10,-1.20761511747157,0.272999767914173,0.835690822256407,-5.30248936893285,1.05628456543301
1995-11,0.0670098872912028,-3.08902864211928,-2.35401978543164,-14.7069420214942,1.00586115484431
1995-12,-1.69693919126027,-1.21412835712901,0.611956053144724,3.6164042969105,0.972775586221375
1996-01,-5.66905063663833,-5.59499682003488,5.92143475335767,-8.35747256314607,1.10769209392179
1996-02,-2.55453583182842,-5.87740201386046,0.110150456378966,14.1371376495254,0.972775586221353
1996-03,-4.48691213155621,-7.71966852998287,8.05788943469479,-0.207079414547506,0.972775586221353
1996-04,-10.4534484348311,-0.329076639943982,6.28986570670409,10.4020631960453,1.06088156784578
1996-05,-4.05271275088659,-3.55573804203205,10.9219109293466,-4.64916664345806,0.99621186370018
1996-06,-5.03732475895214,-2.26767448480643,6.33406565521817,2.78174094245032,0.901075197424195
1996-07,-4.71985226664574,-4.99455820991743,8.33546098139137,-11.4311563089919,0.916309175808561
1996-08,0.847279837021309,-0.947010780840785,-5.15044400780186,-2.95104111994566,0.728745776994622
1996-09,-4.2522353640725,-2.29478841294566,2.9721237741416,-10.9470379724422,0.814532258354927
1996-10,-3.6369642160102,1.48049970707811,-2.05383734341498,-4.94960950823846,0.801622808112157
1996-11,-0.331776812014484,-1.02400762719135,3.37781967422663,-9.54001877245538,0.570134383549359
1996-12,-0.357761611759855,8.38481007872238,-11.7990927541004,7.64909481655585,0.687641393804306
1997-01,-8.90678815687169,7.170750914685,-7.28027883205689,6.14160470969778,0.66601032400504
1997-02,-13.4785755195805,1.52736857065312,7.47334542223499,3.5641551095049,0.576624022285688
1997-03,-6.57704090267517,-1.56254069493345,5.25741865894405,-5.50617700984023,0.648061604021222
1997-04,-10.791215645118,-2.23655899436477,7.59457536128296,9.59913633044052,0.527775754797855
1997-05,-4.42927683008584,-10.4714392939958,12.3985852290506,-1.58579236446907,0.515901293969745
1997-06,-9.95646684151879,-5.78034878074901,3.07542296400498,12.3395548812192,0.566969740931222
1997-07,9.37681452985433,17.4288721769941,-11.200683077983,3.37856009140958,0.563237609426426
1997-08,1.21776775999733,-0.703229310693243,-0.112750458675337,-9.28454558264291,0.510524788800604
1997-09,-9.15383096009059,-2.6462915075292,13.4786870935608,-1.79518184536097,0.573866813006663
1997-10,-3.35670443005088,-4.82525712840156,4.32976980065549,-3.57224458287253,0.537455523022845
1997-11,0.768668856662758,-9.26910104430499,8.16910830830262,-6.45940062238312,0.479884756737992
